BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,671.36,671.36,3000,63.199553,210.928816
1,0,0,1200,585.94084,262.139361
0.363636,0,0,500,757.357928,132.251286
0.8,532.64,532.64,2500,547.608958,136.197871
0.727273,0,0,1200,1596.300157,179.245282
1,5812.17,669.6,10500,4586.498256,680.37248
0.909091,1437.38,0,2000,1469.057487,127.594194
0.363636,48.04,48.04,1500,140.940173,109.557678
0.9,0,0,7500,997.950103,750.602361
1,641,0,1800,1657.991354,288.038151
1,0,0,5000,1528.928247,1157.358718
1,2459.18,2429.18,5500,2203.05836,922.316357
1,6513.38,1818.7,5000,4960.050608,1273.686277
1,0,0,1200,126.873568,125.922743
1,31.66,31.66,2000,901.067057,547.826691
1,387.12,387.12,2500,981.332431,122.369566
1,1688.12,1688.12,4000,1641.148627,174.408798
1,3473.11,2209.57,7500,3019.01839,184.243337
0.363636,0,0,1200,216.978003,173.047732
0.666667,0,0,5000,334.730343,442.116227
1,673.8,673.8,1700,727.421149,1751.732122
1,704.17,704.17,3400,274.26228,272.890448
0.818182,391.68,391.68,1500,442.402951,157.621718
1,496.56,496.56,1000,254.599294,467.881962
1,266.64,266.64,2500,77.991128,13916.7029
1,2870.76,1976.27,2500,3064.377023,187.846647
0.875,1337.1,0,10000,2067.611692,98.85433
1,221.72,221.72,1700,2268.784133,554.297666
1,777.16,777.16,3000,601.471905,174.116193
0.909091,299.77,299.77,2700,327.059511,133.485652
1,153.89,153.89,1700,500.110264,191.010274
1,419.88,419.88,2500,665.834636,185.135125
0,443.28,443.28,3000,0,
1,567.75,0,600,484.20499,210.03677
1,415.47,0,7000,3965.150992,177.117122
1,412,0,2000,597.104874,666.876023
1,3031.28,1414.93,3200,2513.922495,371.025272
0.545455,561.48,561.48,3000,891.708605,167.286067
1,26.09,0,1200,1218.866837,200.752923
0.363636,159,159,4000,134.532028,61.971748
0.909091,928.06,93.76,4500,2797.8913,469.817435
1,545.38,545.38,4000,520.936337,156.600058
1,0,0,4500,1360.105727,1434.932593
0.909091,672,672,1500,775.413322,161.436088
1,510.32,293.42,5000,552.200643,182.025154
1,1588.34,1088.34,2500,1316.907062,217.35947
0.727273,392.96,392.96,4000,324.004832,108.557891
1,2400.37,286.63,1700,2893.730422,757.436645
0.727273,2738.82,330,1000,2339.534377,364.97283
0.272727,101,0,1200,164.865563,168.403178
1,248.73,248.73,9000,1824.639869,2173.252529
1,135.24,135.24,1200,328.934771,678.336519
1,458.5,458.5,1500,65.156724,2883.926424
1,11994.71,0,13450,508.797444,1725.645623
1,549,258,1000,569.597465,610.732047
0.181818,1109.83,0,1200,0,
0.5,57,0,1500,118.438703,54.138711
1,1283.45,964.78,3500,2430.864396,419.675603
0.454545,713.64,0,3000,1121.322787,96.145734
1,194.6,0,9000,5149.230429,1825.521318
0.454545,1194.22,1194.22,3777.777778,1775.371596,101.147508
1,0,0,1800,571.589438,494.062935
1,837.48,837.48,3500,775.895535,3.300026
1,377.86,299.86,2700,347.206621,177.060952
1,343.46,121.62,1500,964.143984,554.592269
1,119.19,119.19,700,504.762147,641.307637
0.727273,56.94,56.94,3000,129.412694,42.033228
0.818182,242.06,242.06,1000,1610.237285,504.351185
1,0,0,1200,322.777824,309.246328
1,0,0,3500,3428.646118,403.8183
0.181818,15.3,15.3,5000,190.254352,117.892476
1,0,0,2500,816.5164,994.027775
1,129.86,0,4200,767.993781,293.201194
1,0,0,3000,504.66084,258.248739
0.545455,268.92,268.92,1500,458.387948,146.450708
0.818182,485.73,333.33,2500,1657.453579,146.965562
1,177.21,177.21,1400,0,
1,208.76,59.76,1500,447.764231,1969.536576
1,0,0,1000,590.725031,184.562158
1,258.36,258.36,1500,197.464636,81.829414
1,0,0,1000,1242.9897,402.871353
1,449.73,54.68,3000,664.529374,438.283058
1,126.03,0,1200,476.74593,186.404421
1,623.3,239.25,4500,579.531266,162.562704
0.888889,309.26,309.26,1500,272.654072,122.277171
1,0,0,1200,569.660031,251.861789
0.818182,1270.59,0,2000,1359.473756,147.45012
1,95.08,0,2500,145.154675,16415.73279
0.25,0,0,2500,0,
1,95,57,1500,175.248349,162.398092
0.571429,133,0,3000,189.248952,96.858626
1,449.28,449.28,1200,475.727103,4224.383226
0.909091,3421.12,412.57,3500,3977.215235,45.434563
1,89.04,0,2500,193.985335,96.885791
1,2065.5,1436.7,1500,638.997243,961.531428
0.909091,0,0,3000,3206.577257,481.175275
1,651.91,0,1200,258.767714,3520.912186
0.909091,1036.76,69.96,2500,198.237134,260.480387
0.363636,449.32,0,5000,1086.379588,131.749774
1,184.7,0,1500,299.988581,4792.61355
1,0,0,3000,593.946163,261.125552
0.181818,0,0,2500,22099.47812,173.24367
1,1420.31,642.65,12500,4257.372749,4696.075967
1,74.17,0,9000,1652.029653,1516.892745
1,1066.62,727.52,3500,1340.881787,102.273663
0.181818,0,0,1200,1767.395484,87.32882
0.727273,799.92,799.92,2500,553.927866,85.990408
0.545455,994.12,889.12,2500,2369.347633,114.089533
1,1084.87,397.3,3000,4135.414563,405.944341
1,158.95,0,800,250.349363,185.179066
0,180.66,126.66,2700,221.27715,
1,821.51,319.56,4000,969.030384,132.158949
1,0,0,1200,139.607827,232.004681
0.727273,187.55,187.55,1000,261.920143,160.970746
0.181818,112.23,0,3000,636.15056,88.670668
0,300,300,4000,5228.819138,81.403177
1,786.94,204.2,1000,1603.447936,223.726642
1,555.2,216.2,1000,351.575597,610.833365
0.888889,2118.42,0,5000,922.698832,1312.069434
0.818182,2014.84,1140,3000,2139.733072,138.434369
0.727273,0,0,1000,631.473289,219.966022
1,2075.13,975.13,1500,1653.941553,305.331243
1,387.7,137.7,1200,1723.350971,332.043275
1,1057,1057,2500,696.769705,711.321984
1,114,114,3000,184.582486,136.782541
0.1,0,0,7000,186.434257,18.249813
0.818182,0,0,1500,2531.648689,447.811073
0.181818,53.09,0,1000,309.515966,86.885269
1,41.4,29.5,2700,157.225241,163.317598
1,45.65,0,1200,387.594772,231.564246
0.909091,3127.98,3127.98,6000,3489.90364,3240.48429
0.636364,159.44,159.44,2700,276.112744,141.915829
1,0,0,1500,3093.888643,298.011965
1,1771.6,1520.6,9000,4619.793197,853.911515
0.545455,211.87,0,1400,435.005491,133.988377
1,0,0,2000,993.072444,388.124821
0.625,472.51,256.02,7000,1304.846205,1296.586971
1,423.23,180,1000,458.251229,107.879849
1,880.22,63.34,2500,459.441845,4257.948127
0.545455,0,0,2500,3935.004997,394.904628
1,208,0,1200,975.191714,193.993752
1,2090.21,2090.21,2500,1326.995454,556.63142
1,0,0,1700,1789.46975,533.405391
0.818182,0,0,1000,330.064555,289.686899
1,1,0,1200,751.960548,261.891219
1,471.64,471.64,1200,554.168419,214.877676
1,326.74,0,600,525.776492,199.590057
1,1478.93,0,1200,723.959807,474.254444
1,1319.04,0,3500,1324.448655,126.403394
1,0,0,3000,1968.413322,439.164743
1,720.11,0,1700,535.430352,193.498368
1,0,0,1200,566.605747,196.904622
1,960.09,868.29,500,1127.28667,366.395498
0.909091,0,0,4000,2099.387435,366.383649
0.636364,1007.45,1007.45,2500,1616.540779,146.493501
1,340,291,2500,261.761454,243.685673
1,1098.82,0,3000,1307.140981,141.008201
0.636364,0,0,600,1528.015928,146.913099
1,320,320,3000,1260.004919,754.052041
1,2281.57,1375.97,3000,1782.059904,183.782329
1,906.78,906.78,3000,780.205026,152.745483
1,2020,0,3400,1817.827772,322.297689
1,0,0,9000,1343.176056,1666.085318
1,64.82,0,1200,74.543258,289.569906
0.571429,1222.98,0,3000,1144.83486,121.334941
1,2763.84,1329.41,2000,343.918862,1339.665316
1,1839,1583,1800,3603.302652,1249.17396
1,272.28,272.28,1700,64.658608,745.781019
1,45.65,0,2500,0,
0.909091,390.05,345.15,1000,423.338628,117.838976
1,0,0,1200,476.97564,305.129524
1,298.49,0,1000,456.143495,216.036561
0.909091,958.93,206.03,1900,2063.470552,216.497693
0.909091,2098.56,300.26,3000,1909.534262,155.695781
1,329.96,0,2000,703.606,166.000398
1,0,0,2500,333.114672,352.392567
0.727273,173.02,173.02,1000,229.503322,133.44239
1,785.4,0,3500,820.342892,251.963424
1,710.03,0,1500,5679.950642,234.569274
1,425.18,425.18,3000,148.581846,214.200975
0.454545,670,670,2500,703.772949,43.259694
1,267.75,267.75,1500,446.146419,692.725571
1,670.65,370.65,3000,366.634123,185.037922
1,3224.34,0,1500,2752.565833,123.696831
0.272727,54.45,0,2000,160.130111,205.168209
1,616,616,1900,803.881382,644.158808
1,3520,3520,650,3814.912997,3236.66486
1,800,800,1200,1190.700111,2461.558168
1,5154.75,3532.69,9500,6436.518476,1823.789613
1,2870.83,215.68,7500,2461.126057,194.290114
0.636364,120.88,120.88,5000,258.872386,128.94568
0.636364,2321.87,1109,1900,2071.265301,88.997719
1,345,345,1200,1465.044906,268.949636
1,91.23,42.33,4000,154.939835,233.341617
1,172.41,0,1200,959.003305,242.770679
0.545455,0,0,1500,2945.61949,120.041669
1,4983.93,918,6500,1149.746347,624.917306
1,529.7,289.5,800,363.368053,188.105787
1,2016.14,414,1200,1525.089652,191.602655
0.272727,185.25,185.25,1000,371.216038,163.465952
1,0,0,1500,1690.172114,283.054152
1,1251.26,615.47,2700,958.931815,187.560093
1,2613.65,1668.2,6000,2255.232796,427.743632
1,0,0,3500,540.088813,746.131674
0.272727,343.82,343.82,4000,169.895641,9.801394
1,484.04,484.04,1000,873.429792,194.064343
1,0,0,2500,535.604592,237.229776
0.636364,697.57,697.57,3200,811.903413,112.569353
1,542.51,0,1000,567.687367,175.936604
1,0,0,3000,1153.353618,3422.988223
1,1591.37,0,3000,699.75547,228.555892
1,1344.85,245.13,2200,1374.213771,304.225119
0.181818,0,0,1000,77.984721,14.840576
1,0,0,3000,815.306343,1011.866344
1,45.65,0,5000,529.542832,424.939464
0.636364,38.65,0,1000,52.685663,162.687252
1,0,0,1200,583.53323,267.478951
1,137.57,137.57,1000,423.925626,708.363328
1,19.75,0,2000,402.155365,322.394919
1,416.64,311.64,2500,539.653696,366.329349
1,158.45,0,1700,160.698863,443.538283
1,0,0,1500,661.562552,772.85986
0.875,175.98,175.98,1500,171.928796,111.573318
0.25,0,0,500,0,
1,202.72,202.72,4500,3989.645744,884.183626
1,0,0,6000,560.461934,741.924179
1,1134.96,1134.96,1000,2669.005392,422.556516
0.181818,0,0,1000,542.036637,365.765347
1,12024.37,800.27,8000,11516.39232,556.651236
0.636364,418.97,418.97,3000,655.157042,109.865935
1,125.51,125.51,3000,666.355831,774.460823
1,247.02,247.02,2500,194.419235,162.909028
0.545455,149,0,1000,350.176472,215.215582
1,390.52,20.72,3000,743.242536,1093.199562
0.5,169.4,169.4,1500,116.255235,145.094293
0.666667,0,0,4000,5696.695114,584.843007
1,673.74,189.28,2000,785.833719,873.816183
1,0,0,500,142.741177,195.413588
1,527.88,527.88,2000,2997.714455,373.079303
0.545455,367.95,367.95,1000,400.457139,28.883262
1,1309.72,202.91,1700,1668.192483,585.993296
1,391.67,0,1200,488.194864,927.681751
1,1473.26,1473.26,3500,1464.911757,1562.426492
1,2754.09,2714.09,5000,613.246821,688.900224
1,2707.46,238.5,1700,2288.300302,708.708009
1,315.02,315.02,1500,206.090316,202.391607
1,1777.27,1777.27,5000,1969.412866,344.759419
1,343.5,0,1700,504.635307,168.986753
0.272727,76,0,4000,447.312571,84.678373
0.090909,20.74,20.74,1500,168.489938,98.859855
1,187.32,187.32,2000,182.885361,162.175616
1,752.97,0,2500,1393.051729,282.663936
1,495,495,1500,416.913773,206.712535
1,413.16,0,3500,3716.5426,330.705914
1,553.67,553.67,1200,1927.232575,1247.614497
1,697.91,220,5000,646.026876,173.2831
1,411.01,0,1000,459.467285,188.121403
1,0,0,6000,4161.937341,297.615348
1,0,0,4000,913.221146,1284.060029
1,0,0,2500,2709.693363,460.334824
1,0,0,2500,626.891685,770.717959
1,1524.65,371.13,900,626.104114,236.645745
0.818182,3091.75,1634.95,3000,3424.057988,136.71723
1,140.03,0,1200,203.362743,203.599221
1,418.68,418.68,3000,2027.44214,1938.332752
1,1880,1880,1000,1479.018473,87.232429
0.363636,0,0,5000,368.653175,403.883591
1,0,0,1000,373.550284,107.037616
1,0,0,2000,228.635319,398.358635
1,401.06,401.06,1000,441.438423,181.013795
1,258.91,258.91,5000,247.067092,162.594517
1,1072.24,72.24,10000,1837.750949,2449.812844
1,430.54,430.54,4000,1526.508633,286.221253
1,1590.58,0,6500,813.995856,622.038869
0.714286,0,0,1500,582.050862,200.248315
0.909091,0,0,1200,192.970203,391.470419
1,0,0,2000,805.588424,2754.62376
1,809.79,809.79,2700,766.101615,175.058479
1,0,0,2500,572.900672,469.774269
0.9,266.58,266.58,1500,223.918762,138.849662
0.181818,92.24,92.24,1500,484.14452,83.689672
1,750,750,1500,719.974026,195.907231
0.181818,632,632,4000,3746.417043,119.285915
1,49,0,3000,558.687221,1164.897621
1,2298.89,1731.34,1000,2034.589917,166.237338
1,639.7,639.7,1000,862.819773,1027.530687
1,1937.64,1009.46,2500,745.063871,963.517552
1,0,0,1700,204.950565,214.137194
0.909091,2505.3,2505.3,3800,2944.674292,149.123712
1,1361.65,0,4000,1643.948056,152.368392
1,1541.13,1054.13,4000,600.203047,575.913224
1,1080,525,2000,603.181053,99.565218
1,215,145,700,881.801225,316.534888
0.181818,0,0,8000,0,
1,1174.98,1174.98,1000,989.875292,78.504927
1,459,289,5000,1585.23765,904.654686
0.777778,0,0,9000,1281.454609,1401.967646
1,0,0,700,308.035273,334.274864
1,0,0,800,581.994796,214.399847
0.909091,0,0,1500,215.857868,273.52542
0.454545,424.99,424.99,5000,603.395705,77.553281
0.909091,0,0,700,1186.237636,189.618452
1,511.34,408.34,700,1145.870591,768.267252
1,320.64,320.64,4000,273.840392,168.037964
1,3286.41,596.97,1400,3035.03764,210.567593
1,398.4,398.4,4000,403.594309,171.92066
1,0,0,5000,1028.191288,724.601528
1,504.96,504.96,3000,464.099225,166.39765
0.909091,0,0,1200,1383.846999,376.80756
1,1200,0,3000,967.527752,1172.021803
1,0,0,2500,458.73255,467.263413
0.636364,332.5,332.5,3000,262.580865,86.813318
1,0,0,3000,542.317437,4738.971247
0.818182,1302.02,1302.02,3000,1737.687605,162.034789
0.090909,9.87,9.87,5000,151.732627,98.617471
1,400.6,0,450,308.109946,170.326506
0.272727,68.88,68.88,3000,639.609691,129.312379
1,0,0,1800,522.486041,596.988355
0.090909,49,0,3000,0,
0.909091,501.85,501.85,1200,531.541585,149.507563
1,0,0,9000,20191.3077,1926.017588
1,267.34,267.34,4000,153.812692,185.947547
0.545455,141.56,141.56,4000,248.103302,44.570781
1,0,0,1000,333.441983,326.953822
1,0,0,5000,9960.882548,888.371377
1,375.24,0,1700,824.975105,563.475533
1,2749.92,2749.92,500,2723.611325,2549.226889
0.636364,405,150,4000,414.423817,88.853589
0.818182,423.62,423.62,2500,452.606219,165.044111
1,1687.62,291.3,3200,864.07868,643.861607
1,2608.02,452.35,3500,2625.80225,178.035597
1,94.16,94.16,2500,1073.025534,577.733132
1,679.24,579.24,1000,1653.190684,504.64823
0.25,45.6,45.6,1600,73.212859,111.928897
0.545455,1428.02,919.02,1500,1137.556503,45.155492
1,633.24,633.24,4000,588.246987,197.915029
1,3358.25,0,4000,2370.592652,202.790825
0.818182,817.66,817.66,2500,761.008544,151.01851
1,347.55,347.55,5000,386.639613,11.802831
0.090909,29,0,2500,319.172687,
1,549.17,549.17,1500,285.145558,207.003426
1,450,450,1800,600.299728,1032.599236
1,0,0,4500,434.927101,330.293724
1,0,0,9000,9483.800873,975.830612
0.454545,15,0,7500,430.213001,86.959785
1,413.23,81.36,1200,476.38169,462.78765
1,495.43,0,2000,280.31102,442.992384
0.727273,527.6,527.6,5000,2999.461289,1008.776986
0,30.98,30.98,4000,63.582004,14.45821
1,0,0,2000,383.426341,362.428606
1,0,0,1400,1956.051348,185.615564
1,2695.07,2467.1,3000,2963.914089,882.951164
1,403.38,0,1500,2291.077923,398.248053
0.181818,785.9,785.9,3000,789.264325,0.319475
1,372.09,0,4000,389.29309,574.750942
0.818182,3568.21,1231.8,1500,4210.212171,170.018992
0.833333,0,0,2000,822.741522,171.049246
1,155.8,0,1200,875.977859,1749.680157
1,0,0,2500,399.8626,646.089964
1,0,0,7500,4630.593136,2439.310585
1,0,0,6000,2234.914332,719.810646
1,0,0,3000,743.715499,812.598903
1,298.2,298.2,4000,299.548557,171.520002
1,1712.75,0,9500,10105.48672,1154.029789
1,1403.42,1249.92,2500,1045.177657,163.608183
1,165.97,165.97,1500,119.24583,332.440855
0.888889,174.46,174.46,1500,142.694823,116.628448
1,3304.27,2501.47,4000,2863.455277,215.790698
1,614.37,179,2500,617.216175,915.672534
0.454545,1934.16,0,2500,3721.903965,54.690715
1,66.5,0,2500,284.964748,232.626904
0.909091,30,0,300,198.682086,176.843605
0.818182,240,240,2000,188.072777,127.210691
0.545455,1480.76,0,1000,2441.727849,153.303679
0.909091,0,0,1000,643.394901,342.36985
1,470.38,105,4500,514.48579,207.790429
0.545455,136.36,136.36,1000,333.700979,113.721974
0.636364,442.03,233.03,1200,149.634213,204.316917
1,399.99,0,2500,1140.142325,204.400186
1,341.14,341.14,3000,231.514712,135.58233
1,495.7,0,1200,1477.267198,859.154662
1,4407.78,1216.55,9000,1257.677615,768.936115
1,799.92,799.92,1000,469.485706,9299.951204
0.727273,87.67,0,2000,123.304221,86.6785
1,0,0,1500,365.272698,353.215704
1,0,0,3000,1364.325644,587.096981
0.909091,1243.04,89.7,3500,2257.677587,171.444686
1,57,0,600,576.386562,498.342596
0.285714,290.5,290.5,2000,474.469741,16.087082
1,0,0,1000,1008.342761,269.826013
0.909091,1059.18,1059.18,4000,1201.538972,159.033099
0.272727,98.81,98.81,3000,368.319582,135.799005
1,35,0,1800,791.526478,698.019678
1,450.67,450.67,1500,505.658258,4754.136596
1,0,0,1800,1977.246775,212.665892
1,1196.35,457.94,5000,1789.757024,170.786793
1,1212.66,865.05,2500,1711.231409,160.362153
0.833333,300,215,1200,497.384901,88.127077
0.888889,0,0,1200,2853.967334,146.976542
1,0,0,2500,299.789938,320.133269
1,198.39,198.39,1000,63.876242,2928.101382
0.9,0,0,2500,2290.455361,178.028403
0.727273,840,840,1000,1014.023858,185.815051
1,0,0,1200,1361.199423,178.257591
0.909091,1341.62,0,1200,1444.198295,708.609079
0.909091,1452.41,688.41,3000,1690.741787,178.002763
0.909091,0,0,4000,651.33864,192.140691
1,480.9,81.28,3000,1351.296989,881.446699
0.545455,100.12,100.12,4000,123.485948,61.021667
1,155,0,2500,1374.631056,89.92398
1,220.06,220.06,1000,217.276088,140.596138
1,1283.16,1283.16,1700,1047.305005,1431.799502
1,0,0,1500,277.216226,776.108751
0.909091,62.73,62.73,5000,540.130507,146.069474
1,857.8,495.47,1200,1152.9477,212.715695
0.272727,20,0,500,182.462948,107.00915
1,20,0,500,507.859879,198.241326
1,1455.78,824.15,1500,1057.971559,167.104469
1,184.27,183.27,2000,296.068191,417.694654
1,3956.64,3956.64,4500,4013.483114,3662.236048
0.1,99,99,2500,45.168124,
1,0,0,6000,512.773385,546.699776
0.545455,282.75,282.75,1000,563.922891,84.236228
1,261.56,79.19,1200,572.817257,697.038439
1,38,38,1500,59.260669,215.395806
1,0,0,500,132.659676,266.857429
1,1061.66,941.66,4500,1173.78064,857.134571
0.636364,717.95,0,5500,864.238423,92.807829
0.857143,250,250,3000,249.96881,352.00023
1,35.3,35.3,1500,75.285164,171.993034
1,0,0,2500,187.058515,325.505999
1,0,0,2500,713.124426,476.311984
0.363636,60,60,2500,109.888829,166.384674
0.909091,942.34,942.34,1500,1007.917726,98.74335
1,5065.83,526.13,1700,4366.758829,904.850068
1,750,500,4000,204.167996,260.332459
1,4253.64,1587.32,7000,7486.403423,574.771719
1,106.56,106.56,3000,110.590507,55.716728
1,37.5,37.5,1000,0,
1,45.65,0,14500,2670.733732,2917.469357
1,281.81,98,1600,835.301657,175.210164
1,673.68,673.68,1000,717.601973,234.926499
1,0,0,3500,721.056957,372.603452
1,1857.17,489.52,1800,630.186926,210.086007
0.181818,284.5,0,1000,1578.650857,86.173877
0.454545,609.01,609.01,3000,513.138281,44.804433
1,1973,1865,4500,2755.623951,3796.57669
0.833333,0,0,2500,175.115831,450.616731
1,0,0,1200,1769.702541,410.402406
0.875,0,0,2500,316.465166,344.662808
1,108,108,1000,1151.18815,2977.301882
1,0,0,2500,417.214903,235.325924
0.363636,64,64,4000,151.901371,70.78109
0,147,147,2500,152.109132,
1,0,0,1800,354.637009,756.052579
1,346.46,346.46,4000,203.562894,177.972156
0.272727,71.81,71.81,3000,257.226631,130.382506
1,65,0,3000,1288.141804,207.770998
1,0,0,1000,714.753968,660.660155
1,785.76,785.76,2000,708.743776,181.392809
1,467.06,0,8000,6854.447424,1202.767539
1,2941.53,1909.13,3000,2055.656122,697.394834
0,228.59,228.59,4000,545.756332,
0.636364,209.4,209.4,2000,431.612195,129.715755
0.181818,2080.51,0,2500,1965.056445,14.242628
0.818182,61.8,61.8,1000,165.771479,137.482544
